AYDINLATMA,MESKEN,SANAYI,TARIMSAL_SULAMA,TICARETHANE,TUKETIM_GENEL_TOPLAM,TUKETIM_PAYI(%),BIYOKUTLE_LISANSSIZ,GUNES_LISANSSIZ,HIDROLIK_LISANSSIZ,RUZGAR_LISANSSIZ,LISANSSIZ_GENEL_TOPLAM,URETIM_LISANSLI,LISANSLI_ORAN,NUFUS,GSYH,ENLEM,BOYLAM,KUZEYDOĞU_SINIR_ENLEM,KUZEYDOĞU_SINIR_BOYLAM,GUNEYBATI_SINIR_ENLEM,GUNEYBATI_SINIR_BOYLAM,ALAN,TARIH,ILLER,BOLGE,YEAR
5732.05,31550.06,232364,5336.82,53623.01,328605.93,1.75,0,22632.83,0,0,22632.83,676250.32,2.93,1144851,342659920,37.5833333,36.9333333,37.605261,36.997678,37.530309,36.829703,14520,2018-10-01,KAHRAMANMARAS,AKDENIZ BOLGESI,2018
2119.73,12196.92,22507.47,194.28,12170.18,49188.59,0.26,0,1203.28,0,0,1203.28,47744.48,0.21,248014,342659920,41.2,32.6333333,41.238129,32.675518,41.163014,32.592582,4142,2018-10-01,KARABUK,KARADENIZ BOLGESI,2018
1570.77,10142.81,25647.32,7764.83,13536.88,58662.61,0.31,281.65,9358.02,0,0,9639.67,77232.85,0.33,251913,342659920,37.17593,33.228748,37.229373,33.334244,37.148257,33.166003,8678,2018-10-01,KARAMAN,IC ANADOLU BOLGESI,2018
1441.74,9173.16,3457.74,18.05,11761.36,25852.06,0.14,0,464.9,0,0,464.9,12130.87,0.05,288878,342659920,40.59267,43.077831,40.624843,43.1339,40.577484,43.056432,10193,2018-10-01,KARS,DOGU ANADOLU BOLGESI,2018
4002.92,20605.73,37919.65,264.32,16847.1,79639.72,0.42,23,408.71,0,0,431.71,4140.84,0.02,383373,342659920,41.38871,33.78273,41.436059,33.814989,41.350668,33.752901,13064,2018-10-01,KASTAMONU,KARADENIZ BOLGESI,2018
9801.92,70624.14,153457.07,7813.28,68044.86,309741.26,1.65,0,44872.54,0,0,44872.54,89635.35,0.39,1389680,342659920,38.7333333,35.4833333,38.818797,35.627675,38.622002,35.304324,16970,2018-10-01,KAYSERI,IC ANADOLU BOLGESI,2018
951.6,9122.93,3795.53,3606.98,7310.38,24787.43,0.13,0,1420.31,0,0,1420.31,0,0,142541,342659920,36.718399,37.12122,36.747819,37.159541,36.702673,37.085183,1412,2018-10-01,KILIS,GUNEYDOGU ANADOLU BOLGESI,2018
1977.18,13033.93,17888.46,342.81,13013.19,46255.56,0.25,0,5402.1,0,0,5402.1,659926.04,2.86,286602,342659920,39.846821,33.515251,39.872843,33.597968,39.813802,33.468289,4791,2018-10-01,KIRIKKALE,IC ANADOLU BOLGESI,2018
2188.01,18157.07,142474.04,320.99,28267.33,191407.44,1.02,0,44.39,0,0,44.39,582794.17,2.52,360860,342659920,41.7333333,27.2166667,41.760054,27.24222,41.710615,27.182843,6459,2018-10-01,KIRKLARELI,MARMARA BOLGESI,2018
2071.1,10236.24,7370.92,2298.54,10796.83,32773.62,0.17,65.01,6738.27,0,0,6803.28,26825.92,0.12,241868,342659920,39.15,34.1666667,39.203939,34.217743,39.081293,34.125532,6584,2018-10-01,KIRSEHIR,IC ANADOLU BOLGESI,2018
7025.24,90517.58,564124.26,412.52,127750.62,789830.22,4.2,331.75,368.51,193.22,0,893.47,392263.28,1.7,1906391,342659920,40.8532704,29.8815203,41.20976,30.359684,40.532782,29.333462,3397,2018-10-01,KOCAELI,MARMARA BOLGESI,2018
14000.62,93453.88,176043.75,63416.41,112494.8,459409.46,2.44,0,75331.05,0,0,75331.05,29244.12,0.13,2205609,342659920,37.8666667,32.4833333,38.05063,32.680116,37.719031,32.338737,40838,2018-10-01,KONYA,IC ANADOLU BOLGESI,2018
3852.73,22278.31,81551.24,362.27,22838.95,130883.5,0.7,879.65,13620.14,0,0,14499.79,605614.72,2.62,577941,342659920,39.4166667,29.9833333,39.442718,30.066503,39.379473,29.919199,11634,2018-10-01,KUTAHYA,EGE BOLGESI,2018
4837.57,33113.09,55404.74,10560.74,35790.39,139706.53,0.74,1265.93,10398.04,0,0,11663.97,16216.89,0.07,797036,342659920,38.35519,38.30946,38.397559,38.453244,38.305123,38.232622,12259,2018-10-01,MALATYA,DOGU ANADOLU BOLGESI,2018
8133.45,65554.77,175784.19,13236.86,88009.55,350718.82,1.87,734.25,27478.63,0,0,28212.88,769741.54,3.33,1429643,342659920,38.619099,27.428921,38.642289,27.487976,38.602376,27.326086,13339,2018-10-01,MANISA,EGE BOLGESI,2018
3412.06,28804.85,36962.59,7682.71,29675.64,106537.84,0.57,0,138.28,0,0,138.28,1022.96,0,829195,342659920,37.3122361,40.735112,37.330554,40.764486,37.305109,40.716971,8780,2018-10-01,MARDIN,GUNEYDOGU ANADOLU BOLGESI,2018
9571.4,101852.16,113658.75,20890.02,112209.29,358181.61,1.9,4278.71,19816.48,0,0,24095.19,211580.93,0.92,1814468,342659920,36.8,34.6333333,36.878272,34.716702,36.699503,34.457655,16010,2018-10-01,MERSIN,AKDENIZ BOLGESI,2018
7311.19,66559.8,62941.34,3980.42,137126.75,277919.49,1.48,0,14418.65,0,0,14418.65,921949.87,3.99,967487,342659920,37.2152778,28.3636111,37.22581,28.414498,37.194651,28.341279,12654,2018-10-01,MUGLA,EGE BOLGESI,2018
1945.8,11009.63,10493.58,141.56,10407.15,33997.71,0.18,0,214.2,0,0,214.2,27048.87,0.12,407992,342659920,38.7432926,41.5064823,38.783503,41.540625,38.718224,41.472306,8718,2018-10-01,MUS,DOGU ANADOLU BOLGESI,2018
3229.45,14216.38,12682.37,11077.03,19755.85,60961.07,0.32,797.67,18266.6,0,0,19064.28,4820.33,0.02,298339,342659920,38.62442,34.723969,38.684107,34.764759,38.589047,34.669752,5485,2018-10-01,NEVSEHIR,IC ANADOLU BOLGESI,2018
3118.95,14195.21,44395.66,12198.28,16662.67,90570.78,0.48,0,13689.94,0,0,13689.94,789.086,0,364707,342659920,37.9666667,34.6833333,37.979913,34.691585,37.956992,34.661906,7234,2018-10-01,NIGDE,IC ANADOLU BOLGESI,2018
6420.02,40482,33841.61,22.76,28000.94,108767.34,0.58,393.8,0,0,0,393.8,41941.17,0.18,771932,342659920,40.9833333,37.8833333,41.02034,37.978976,40.931631,37.825992,5914,2018-10-01,ORDU,KARADENIZ BOLGESI,2018
2734.47,24557.35,294978.71,1079.27,20922.35,344272.16,1.83,0,7722.09,0,0,7722.09,121846.95,0.53,534415,342659920,37.06805,36.261589,37.104061,36.287941,37.04694,36.208034,3320,2018-10-01,OSMANIYE,AKDENIZ BOLGESI,2018
3843.26,22924.52,14343.59,1.61,19047.95,60160.93,0.32,0,0,822.55,0,822.55,60363.06,0.26,348608,342659920,41.02005,40.523449,41.046492,40.586802,41.010782,40.478578,3835,2018-10-01,RIZE,KARADENIZ BOLGESI,2018
5799.47,46707.68,167048.08,994.07,64480.4,285029.7,1.52,0,9.83,0,0,9.83,1539818.07,6.67,1010700,342659920,40.7568793,30.378138,40.825518,30.439832,40.686199,30.322138,4824,2018-10-01,SAKARYA,MARMARA BOLGESI,2018
8922.6,61766.77,130870.12,1055.62,59429.8,262044.91,1.39,0,1885.69,15.32,1041.56,2942.57,421797.46,1.83,1335716,342659920,41.292782,36.33128,41.344134,36.381205,41.235002,36.249519,9725,2018-10-01,SAMSUN,KARADENIZ BOLGESI,2018
5835.5,67136.97,68255.95,266010.18,118452.02,525690.61,2.8,0,28200.57,0,0,28200.57,291923.21,1.26,2035809,342659920,37.15,38.8,37.189639,38.840876,37.098274,38.767868,19242,2018-10-01,SANLIURFA,GUNEYDOGU ANADOLU BOLGESI,2018
1638.91,9905.82,16940.71,-332.3,8545.31,36698.45,0.2,0,568.68,0,0,568.68,13116,0.06,331670,342659920,37.94429,41.93288,37.95594,41.963658,37.909671,41.872547,5717,2018-10-01,SIIRT,GUNEYDOGU ANADOLU BOLGESI,2018
2140.5,12764.07,8092.61,81.17,7854.26,30932.6,0.16,0,0.16,0,0,0.16,6926.08,0.03,219733,342659920,42.0264222,35.1550745,42.032135,35.194947,42.012675,35.115957,5717,2018-10-01,SINOP,KARADENIZ BOLGESI,2018
1047.29,14631.83,1636.59,-2683.68,27617.97,42249.99,0.22,0,0,0,0,0,158642.82,0.69,524190,342659920,37.5163889,42.4611111,37.533572,42.471127,37.500093,42.444631,7078,2018-10-01,SIRNAK,DOGU ANADOLU BOLGESI,2018
4862.03,27043.91,46718.66,2543.37,27462.14,108630.11,0.58,0,9849.1,0,0,9849.1,274798.02,1.19,646608,342659920,39.747662,37.017879,39.783669,37.061673,39.699024,36.919858,28164,2018-10-01,SIVAS,IC ANADOLU BOLGESI,2018
3874.65,42692,443803.29,657.18,67740.79,558767.9,2.97,0,334.1,0,51.59,385.7,134069.81,0.58,1029927,342659920,40.9833333,27.5166667,40.996723,27.600252,40.937704,27.468993,6190,2018-10-01,TEKIRDAG,MARMARA BOLGESI,2018
4664.92,25372.47,17848.17,437.03,20462.53,68785.11,0.37,742.22,1398.95,0,350.12,2491.29,69020.46,0.3,612646,342659920,40.3166667,36.55,40.358932,36.593219,40.267868,36.469662,10042,2018-10-01,TOKAT,KARADENIZ BOLGESI,2018
8707.94,53023.28,19321.92,75.32,43920.27,125048.72,0.67,0,0,0,0,0,59771.26,0.26,807903,342659920,41,39.7333333,41.01237,39.82051,40.955736,39.652407,4628,2018-10-01,TRABZON,KARADENIZ BOLGESI,2018
1012.94,3518.26,804.16,79.21,4774.45,10189.01,0.05,0,133.13,0,0,133.13,17671.1,0.08,88198,342659920,39.1079868,39.5401672,39.113477,39.55185,39.094534,39.530015,7582,2018-10-01,TUNCELI,DOGU ANADOLU BOLGESI,2018
2541.67,15557.79,96987.89,2172,16992.06,134251.4,0.71,0,11119.62,0,0,11119.62,7321.23,0.03,367514,342659920,38.682301,29.40819,38.71588,29.469838,38.630679,29.355936,5555,2018-10-01,USAK,EGE BOLGESI,2018
5055.71,31162.21,13825.25,285.67,32819.35,83148.18,0.44,0,110.62,0,0,110.62,13482.09,0.06,1123784,342659920,38.4941667,43.38,38.580314,43.455356,38.42188,43.269524,20921,2018-10-01,VAN,DOGU ANADOLU BOLGESI,2018
1663.8,13213.22,15208.26,467.36,15866.18,46418.82,0.25,741.39,0,0,0,741.39,43888.35,0.19,262234,342659920,40.65,29.2666667,40.66806,29.316536,40.634138,29.210233,798,2018-10-01,YALOVA,MARMARA BOLGESI,2018
2808.59,17456.23,13907.61,4715.87,18650.37,57538.68,0.31,0,8882.65,0,0,8882.65,305.43,0,424981,342659920,39.82,34.8044444,39.838423,34.858236,39.798968,34.771094,13690,2018-10-01,YOZGAT,IC ANADOLU BOLGESI,2018
6326.75,32534.48,34377.52,22.21,24845.4,98106.36,0.52,933.66,0,0,0,933.66,2007108.94,8.69,599698,342659920,41.456409,31.798731,41.480784,31.874425,41.425296,31.757052,3342,2018-10-01,ZONGULDAK,KARADENIZ BOLGESI,2018
10054.84,124726.44,250717.81,4150.56,117120.98,506770.63,2.7,77.15,9280.41,0,0,9357.56,1424520.17,6.04,2220125,342659920,37,35.3213333,37.072004,35.461995,36.935523,35.174706,13844,2018-11-01,ADANA,AKDENIZ BOLGESI,2018
3044.5,20935.81,34477.71,809.56,19409.43,78677.01,0.42,0,8117.15,0,0,8117.15,26501.27,0.11,624513,342659920,37.7641667,38.2761667,37.825667,38.335465,37.717086,38.188188,7337,2018-11-01,ADIYAMAN,GUNEYDOGU ANADOLU BOLGESI,2018
6422.42,30511.66,59510.31,2198.61,36119.9,134762.9,0.72,0,21742.48,0,0,21742.48,78832.36,0.33,725568,342659920,38.76376,30.54034,38.802105,30.611167,38.714289,30.44232,14016,2018-11-01,AFYONKARAHISAR,EGE BOLGESI,2018
2558.66,17935.32,7968.21,22.87,14871.37,43356.43,0.23,0,0,0,0,0,2014.77,0.01,539657,342659920,39.7216667,43.0566667,39.748605,43.085241,39.688144,43.001778,11099,2018-11-01,AGRI,DOGU ANADOLU BOLGESI,2018
2954.21,17537.97,22570.76,5141.78,17562.24,65766.97,0.35,171.25,9457.66,0,0,9628.91,4520.74,0.02,412172,342659920,38.36869,34.03698,38.446724,34.088698,38.297012,33.932515,7659,2018-11-01,AKSARAY,IC ANADOLU BOLGESI,2018
2614.45,16201.14,14184.69,124.22,15356.52,48481.02,0.26,0,1943.28,0,220.63,2163.91,44997.24,0.19,337508,342659920,40.65,35.8333333,40.672834,35.856321,40.636911,35.789091,5628,2018-11-01,AMASYA,KARADENIZ BOLGESI,2018
24245.44,350294.73,359539.68,4537.4,484208.56,1222825.81,6.52,412.2,25311.59,375.22,0,26099,756485.43,3.21,5503985,342659920,39.92077,32.85411,40.100981,33.024866,39.722821,32.499097,25632,2018-11-01,ANKARA,IC ANADOLU BOLGESI,2018
18301.17,143200.32,101774.22,14646.35,250414.92,528336.98,2.81,0,12576.87,0,0,12576.87,186182.85,0.79,2426356,342659920,36.88414,30.70563,36.975178,30.840953,36.785866,30.516095,20177,2018-11-01,ANTALYA,AKDENIZ BOLGESI,2018
1154.92,3713.55,87.95,0,6446.26,11402.69,0.06,0,108.32,0,0,108.32,18407.86,0.08,98907,342659920,41.110481,42.702171,41.121467,42.717129,41.09891,42.686418,4934,2018-11-01,ARDAHAN,DOGU ANADOLU BOLGESI,2018
3050.52,11718.29,10827.75,13.2,10157.68,35767.44,0.19,0,0,0,0,0,291889.17,1.24,174010,342659920,41.1833333,41.8166667,41.207078,41.854799,41.155415,41.777361,7393,2018-11-01,ARTVIN,KARADENIZ BOLGESI,2018
7276.7,71079.13,57883.77,1694.24,68889.84,206823.68,1.1,2675.67,10058.71,0,0,12734.38,496393.05,2.1,1097746,342659920,37.8444,27.8458,37.870997,27.885355,37.819573,27.790522,8116,2018-11-01,AYDIN,EGE BOLGESI,2018
8858.49,72697.37,98037.45,798.19,73755.65,254147.15,1.35,0,4414.29,0,5942.45,10356.74,1226857.58,5.2,1226575,342659920,39.648369,27.88261,39.693666,27.95241,39.612411,27.838313,14583,2018-11-01,BALIKESIR,MARMARA BOLGESI,2018
2562.18,10876.64,16703.85,55.13,8911.59,39109.38,0.21,0,1.03,0,0,1.03,1252.73,0.01,198999,342659920,41.6344444,32.3375,41.656542,32.37105,41.613513,32.297457,2330,2018-11-01,BARTIN,KARADENIZ BOLGESI,2018
2525.56,24075.46,22632.85,7098.37,20859.64,77191.87,0.41,0,1236.89,0,0,1236.89,19782.82,0.08,599103,342659920,37.881168,41.13509,37.947274,41.17603,37.85657,41.080591,4477,2018-11-01,BATMAN,GUNEYDOGU ANADOLU BOLGESI,2018
1084.44,3680.89,388.1,7.41,3875.73,9036.57,0.05,0,1229.64,0,0,1229.64,3402.11,0.01,82274,342659920,40.255169,40.22488,40.272636,40.238261,40.242881,40.208762,3746,2018-11-01,BAYBURT,KARADENIZ BOLGESI,2018
1863.79,9457.67,124292.75,162.2,10652.87,146429.28,0.78,0,4074.59,0,0.01,4074.6,10374.57,0.04,223448,342659920,40.150131,29.983061,40.197617,30.013592,40.106243,29.956657,4179,2018-11-01,BILECIK,MARMARA BOLGESI,2018
1345.55,12178.58,5761.67,48.97,9863.09,29197.85,0.16,0,271.32,0,0,271.32,63271.86,0.27,281205,342659920,38.885349,40.498291,38.897963,40.525929,38.872987,40.477258,8003,2018-11-01,BINGOL,DOGU ANADOLU BOLGESI,2018
2917.42,11903.5,2054.16,453.69,11706.11,29034.87,0.15,0,819.53,0,0,819.53,3883.74,0.02,349396,342659920,38.4,42.1166667,38.453638,42.148879,38.385312,42.09384,8294,2018-11-01,BITLIS,DOGU ANADOLU BOLGESI,2018
1843.28,15883,39283.82,108.02,28595.44,85713.56,0.46,0,217.92,0,0,217.92,203112.84,0.86,311810,342659920,40.739479,31.611561,40.758004,31.658418,40.716802,31.573324,8313,2018-11-01,BOLU,KARADENIZ BOLGESI,2018
2611.66,11516.19,38811.45,1191.09,14349.92,68480.3,0.36,0,6587.54,0,0,6587.54,9405,0.04,269926,342659920,37.726909,30.288876,37.76375,30.336662,37.691433,30.191757,7175,2018-11-01,BURDUR,AKDENIZ BOLGESI,2018
10811.45,161811.14,595018.8,2287.42,183443.43,953372.24,5.08,0,2706.68,866.58,2353.05,5926.32,545994.83,2.31,2994521,342659920,40.18257,29.06687,40.297194,29.211237,40.162997,28.85963,10813,2018-11-01,BURSA,MARMARA BOLGESI,2018
4130.56,29233.17,182047.27,645.79,38649.01,254705.8,1.36,0,479.19,0,1710.51,2189.7,2310699.96,9.79,540662,342659920,40.155312,26.41416,40.199462,26.457106,40.088086,26.378026,9817,2018-11-01,CANAKKALE,MARMARA BOLGESI,2018
2266.01,9361.9,18709.2,100.19,8932.04,39369.34,0.21,0,4511.09,0,0,4511.09,2579.82,0.01,216362,342659920,40.6,33.6166667,40.655159,33.684853,40.557709,33.596571,7542,2018-11-01,CANKIRI,IC ANADOLU BOLGESI,2018
3948.07,27202.59,19380.12,508.92,22987.44,74027.16,0.39,0,6261.72,0,0,6261.72,14645.47,0.06,536483,342659920,40.5505556,34.9555556,40.609317,35.006438,40.495214,34.887634,12428,2018-11-01,CORUM,KARADENIZ BOLGESI,2018
7815.48,57949.84,169781.84,1271.08,59813.08,296631.31,1.58,0,13242.8,0,0,13242.8,570244.23,2.42,1027782,342659920,37.77652,29.08639,37.847366,29.188915,37.716171,28.981373,12134,2018-11-01,DENIZLI,EGE BOLGESI,2018
5006.01,63374.64,63652.29,180201.82,66182.27,378417.03,2.02,0,2428.87,0,0,2428.87,553162.53,2.34,1732396,342659920,37.91441,40.230629,37.976174,40.245803,37.879624,40.106159,15101,2018-11-01,DIYARBAKIR,GUNEYDOGU ANADOLU BOLGESI,2018
3095.75,19605.55,45064.33,52.27,21691.27,89509.16,0.48,0,9.87,0,0,9.87,14395.28,0.06,387844,342659920,40.843849,31.15654,40.891762,31.195807,40.824717,31.106662,2492,2018-11-01,DUZCE,KARADENIZ BOLGESI,2018
3496.47,23576.37,25435.24,1972.44,30792.06,85272.58,0.45,0,244.03,0,164.75,408.77,52307.58,0.22,411528,342659920,41.6666667,26.5666667,41.697939,26.603093,41.649935,26.514059,6145,2018-11-01,EDIRNE,MARMARA BOLGESI,2018
3387.69,23533.7,32899.41,413.91,35668.28,95902.97,0.51,0,13858.26,0,0,13858.26,457452.84,1.94,595638,342659920,38.680969,39.226398,38.713568,39.277314,38.630564,39.133405,9383,2018-11-01,ELAZIG,DOGU ANADOLU BOLGESI,2018
2319.19,10573.7,23006.21,58.95,13316.21,49274.26,0.26,0,3873.82,0,0,3873.82,49845.52,0.21,236034,342659920,39.75,39.5,39.769164,39.531743,39.729884,39.460253,11815,2018-11-01,ERZINCAN,DOGU ANADOLU BOLGESI,2018
6346.44,35028.8,5349,27.46,36900.06,83651.75,0.45,0,5386.59,0,0,5386.59,45289,0.19,767848,342659920,39.9043189,41.2678853,39.954533,41.303594,39.866715,41.177093,25006,2018-11-01,ERZURUM,DOGU ANADOLU BOLGESI,2018
6045.05,44571.42,129575.03,1962.71,47819.74,229973.96,1.23,4576.58,15012.16,0,0,19588.74,43449.66,0.18,871187,342659920,39.784302,30.51922,39.816793,30.66769,39.724752,30.414084,13960,2018-11-01,ESKISEHIR,IC ANADOLU BOLGESI,2018
7705.37,88572.2,411703.44,2654.18,85630.34,596265.53,3.18,0,11229.71,0,0,11229.71,55031.99,0.23,2028563,342659920,37.06622,37.38332,37.113722,37.466958,37.005947,37.303709,6803,2018-11-01,GAZIANTEP,GUNEYDOGU ANADOLU BOLGESI,2018
5910.39,26114.66,6547.96,19.71,17563.45,56156.17,0.3,0,0,0,0,0,107357.43,0.45,453912,342659920,40.912811,38.38953,40.927995,38.450044,40.877876,38.309018,6972,2018-11-01,GIRESUN,KARADENIZ BOLGESI,2018
2779.85,6138.28,14775.08,22.81,5846.37,29562.38,0.16,0,107.06,0,0,107.06,74978.5,0.32,162748,342659920,40.4602778,39.4813889,40.471359,39.520641,40.430201,39.446914,6668,2018-11-01,GUMUSHANE,KARADENIZ BOLGESI,2018
1254.21,12666.59,265.97,1.16,12904.57,27092.49,0.14,0,0,0,0,0,5659.43,0.02,286470,342659920,37.5833333,43.7333333,37.601656,43.762257,37.551549,43.69809,7095,2018-11-01,HAKKARI,DOGU ANADOLU BOLGESI,2018
8980.91,91613.38,175923.81,3762.92,71038.77,351319.79,1.87,0,1150.94,0,4.16,1155.09,1366139.5,5.79,1609856,342659920,36.4018488,36.3498097,37.014921,36.697535,35.812692,35.779375,5524,2018-11-01,HATAY,AKDENIZ BOLGESI,2018
2810.89,7030.01,566.44,11.91,7872.14,18291.39,0.1,0,0,0,0,0,3753.8,0.02,197456,342659920,39.9166667,44.0333333,39.950163,44.092825,39.884109,43.980729,3664,2018-11-01,IGDIR,DOGU ANADOLU BOLGESI,2018
4203.7,23223.03,28904.91,1228.48,33685.73,91245.85,0.49,0,11197.78,0,0,11197.78,19586.05,0.08,441412,342659920,37.7666667,30.55,37.830719,30.609197,37.73988,30.503673,8946,2018-11-01,ISPARTA,AKDENIZ BOLGESI,2018
54942.25,973416.16,874990.56,453.53,1421585.94,3325388.45,17.72,0.31,80.25,0,651.03,731.59,597792.22,2.53,15067724,342659920,41.00527,28.97696,41.320786,29.456456,40.80275,27.971307,5461,2018-11-01,ISTANBUL,MARMARA BOLGESI,2018
22768.11,320655.3,539716.2,13812.13,302390.86,1199342.6,6.39,0,17291.9,0,866.4,18158.29,1751656.89,7.42,4320519,342659920,38.41885,27.12872,38.506773,27.304415,38.343157,27.017192,11891,2018-11-01,IZMIR,EGE BOLGESI,2018
7215.69,49392.83,227043.54,2549.2,53353.36,339554.62,1.81,0,15670.13,0,0,15670.13,583966.43,2.47,1144851,342659920,37.5833333,36.9333333,37.605261,36.997678,37.530309,36.829703,14520,2018-11-01,KAHRAMANMARAS,AKDENIZ BOLGESI,2018
2970.42,12079.44,22991.38,72.91,13548.45,51662.6,0.28,0,760.44,0,0,760.44,46783.76,0.2,248014,342659920,41.2,32.6333333,41.238129,32.675518,41.163014,32.592582,4142,2018-11-01,KARABUK,KARADENIZ BOLGESI,2018
1783.45,11507.98,23522.7,2818.1,13030.89,52663.12,0.28,457.16,6976.62,0,0,7433.78,84399.75,0.36,251913,342659920,37.17593,33.228748,37.229373,33.334244,37.148257,33.166003,8678,2018-11-01,KARAMAN,IC ANADOLU BOLGESI,2018
2633.21,9516.2,1417.9,0.28,13281,26848.59,0.14,0,288.57,0,0,288.57,19497.17,0.08,288878,342659920,40.59267,43.077831,40.624843,43.1339,40.577484,43.056432,10193,2018-11-01,KARS,DOGU ANADOLU BOLGESI,2018
4759.24,21532.27,34777.18,287.15,18853.06,80208.91,0.43,17.86,277.54,0,0,295.4,5435.5,0.02,383373,342659920,41.38871,33.78273,41.436059,33.814989,41.350668,33.752901,13064,2018-11-01,KASTAMONU,KARADENIZ BOLGESI,2018
10520.61,58778.26,151113.25,2423.5,65087.97,287923.59,1.53,0,30594.48,0,0,30594.48,87027.06,0.37,1389680,342659920,38.7333333,35.4833333,38.818797,35.627675,38.622002,35.304324,16970,2018-11-01,KAYSERI,IC ANADOLU BOLGESI,2018
873.39,10532.24,4211.48,497.61,7801.18,23915.91,0.13,0,863.54,0,0,863.54,0,0,142541,342659920,36.718399,37.12122,36.747819,37.159541,36.702673,37.085183,1412,2018-11-01,KILIS,GUNEYDOGU ANADOLU BOLGESI,2018
2243.34,13753.21,18516.66,115.05,14054.53,48682.8,0.26,0,3779.04,0,0,3779.04,685760.82,2.91,286602,342659920,39.846821,33.515251,39.872843,33.597968,39.813802,33.468289,4791,2018-11-01,KIRIKKALE,IC ANADOLU BOLGESI,2018
2935.37,20286.02,128718.5,188.13,30870.23,182998.25,0.98,0,24.59,0,0,24.59,640623.79,2.71,360860,342659920,41.7333333,27.2166667,41.760054,27.24222,41.710615,27.182843,6459,2018-11-01,KIRKLARELI,MARMARA BOLGESI,2018
2397.56,11282.75,7163.73,680.94,12402.86,33927.84,0.18,228.47,4942.64,0,0,5171.11,33268.6,0.14,241868,342659920,39.15,34.1666667,39.203939,34.217743,39.081293,34.125532,6584,2018-11-01,KIRSEHIR,IC ANADOLU BOLGESI,2018
9286.26,102521.22,614129.94,437.95,131028.82,857404.19,4.57,275.05,175.81,98.74,0,549.6,336757.15,1.43,1906391,342659920,40.8532704,29.8815203,41.20976,30.359684,40.532782,29.333462,3397,2018-11-01,KOCAELI,MARMARA BOLGESI,2018
15259.09,106903.07,164292.05,31751.04,112256.36,430461.61,2.29,0,52453.85,0,4.69,52458.54,38106.9,0.16,2205609,342659920,37.8666667,32.4833333,38.05063,32.680116,37.719031,32.338737,40838,2018-11-01,KONYA,IC ANADOLU BOLGESI,2018
4419.3,24175.26,74613.22,188.59,24324.94,127721.31,0.68,929.11,9617.46,0,0,10546.57,517424.76,2.19,577941,342659920,39.4166667,29.9833333,39.442718,30.066503,39.379473,29.919199,11634,2018-11-01,KUTAHYA,EGE BOLGESI,2018
5677.23,35724.03,53792.33,1507.19,37471.71,134172.49,0.71,1197.24,7330.1,0,0,8527.35,18717.96,0.08,797036,342659920,38.35519,38.30946,38.397559,38.453244,38.305123,38.232622,12259,2018-11-01,MALATYA,DOGU ANADOLU BOLGESI,2018
8030.23,81411.45,182096.07,3926.05,85072.95,360536.75,1.92,470.86,16570.15,0,0,17041.01,836068.02,3.54,1429643,342659920,38.619099,27.428921,38.642289,27.487976,38.602376,27.326086,13339,2018-11-01,MANISA,EGE BOLGESI,2018
3453.83,32144.86,25680.83,186703.27,32373.82,280356.6,1.49,0,95.81,0,0,95.81,1421.17,0.01,829195,342659920,37.3122361,40.735112,37.330554,40.764486,37.305109,40.716971,8780,2018-11-01,MARDIN,GUNEYDOGU ANADOLU BOLGESI,2018
10270.45,99904.58,112897.53,10536.66,107042.08,340651.29,1.81,4531.42,15336.16,0,0,19867.58,221011.44,0.94,1814468,342659920,36.8,34.6333333,36.878272,34.716702,36.699503,34.457655,16010,2018-11-01,MERSIN,AKDENIZ BOLGESI,2018
7930.75,70626.18,62483.02,1396.55,98004.28,240440.78,1.28,0,9897.59,0,0,9897.59,928287.43,3.93,967487,342659920,37.2152778,28.3636111,37.22581,28.414498,37.194651,28.341279,12654,2018-11-01,MUGLA,EGE BOLGESI,2018
2009.9,13380.98,9062.05,70.98,12140.84,36664.75,0.2,0,152.4,0,0,152.4,10234.86,0.04,407992,342659920,38.7432926,41.5064823,38.783503,41.540625,38.718224,41.472306,8718,2018-11-01,MUS,DOGU ANADOLU BOLGESI,2018
3518.35,15526.4,13871.4,1929.31,19026.4,53871.85,0.29,750.66,12457.31,0,0,13207.98,5012.88,0.02,298339,342659920,38.62442,34.723969,38.684107,34.764759,38.589047,34.669752,5485,2018-11-01,NEVSEHIR,IC ANADOLU BOLGESI,2018
3537.32,14978.67,42957.07,1530.49,16717.3,79720.84,0.42,0,9953.25,0,0,9953.25,930.39,0,364707,342659920,37.9666667,34.6833333,37.979913,34.691585,37.956992,34.661906,7234,2018-11-01,NIGDE,IC ANADOLU BOLGESI,2018
7854.68,39622.72,26626.12,29.14,28889.97,103022.63,0.55,359.59,0,0,0,359.59,55919.84,0.24,771932,342659920,40.9833333,37.8833333,41.02034,37.978976,40.931631,37.825992,5914,2018-11-01,ORDU,KARADENIZ BOLGESI,2018
2675.67,23525.57,271863.86,268.79,20230.84,318564.74,1.7,0,5549.03,0,0,5549.03,132861.4,0.56,534415,342659920,37.06805,36.261589,37.104061,36.287941,37.04694,36.208034,3320,2018-11-01,OSMANIYE,AKDENIZ BOLGESI,2018
